conv_id,target_summary,generated_summary
hit:4067_conv:8135,I cared for my grandfather the last few months of his life.  We both enjoyed the time we spent together,I cared for my grandfather the last months of his life_comma_ I really enjoyed
hit:4076_conv:8153,I can't elieve my daughter is starting highschool. I am so afraid and she thinks nothing of it',MY daughter is going to high school. I am so nervous.
hit:4085_conv:8171,I bought some milk and didn't pay attention to the date. IT expires tomorrow!,I bought some milk today. My kids love cereal. I have to go back to the
hit:4090_conv:8180,Every time I go to work I feel like the most confident person a live.  If only I could feel that way outside of work.,At work I am the most confident man ever_comma_ maybe because I've worked
hit:4095_conv:8190,I saw my neighbor litter the driveway with some chocolate bars he ate. What a irresponsible person,I saw my neighbor litter the driveway with chocolate bar package when he finished eating it. I
hit:4097_conv:8194,i went to a concert myself because my friend could not make it_comma_ wish i had stayed home,i did not get to go with my friend to the concert_comma_ so i
hit:4109_conv:8218,My duck is getting on my nerves a bit. He is a big fat guy and screams all the time if he feels he hasn't had enough food. I love him but I hate it when he screams.,My duck is getting on my nerves a bit. He is a big fat guy and screams
hit:4109_conv:8219,I can't seem to make any friends.,No one seems to like me as an adult.
hit:4115_conv:8230,I won a trip to disneyland.,I won a trip to disneyland.
hit:4129_conv:8259,Today I was cut off in traffic and almost hit someone. It really mad me mad.,I got cut off in traffic today and I almost hit someone.
hit:4130_conv:8260,I can't believe I let my boyfriend order the pizza for us. Nine years and he doesn't know what I like on a pizza?,I think I'm going to break up with my boyfriend. He ordered a pizza for us
hit:4136_conv:8272,I failed to pass my examination. I feel guilty for that. Though I studied hard_comma_ I lost.,I'm unable to clear my exam. I studied well.
hit:4136_conv:8273,I have to have an important medical test.,I have to get an important medical test done.
hit:4141_conv:8282,I bought a new gun and i can't wait to go to the range!,i bought a new gun
hit:4149_conv:8298,My son was on the A honor roll all last year.  I am so pleased with his performance.,My son was on the honor roll all last year.  I am so pleased with him
hit:4150_conv:8300,I am upset that I have been used for so long. After you get out of a situation you realize how bad it was.,I am upset that I have been used for so long. After you get out of a
hit:4168_conv:8337,I feel bad when i lie to my parents_comma_ even though I am an adult now,I feel bad when i lie to my parents_comma_ even though I am an
hit:4169_conv:8338,I am proud of my girlfriend for getting a full time job_comma_ I am sur she will do great!,I am proud of my girlfriend for getting a full time job_comma_ I am
hit:4177_conv:8354,I am angry that my brother ruined a movie ending for me_comma_ that is such a rude move,I am angry that my brother ruined a movie ending for me_comma_ that is
hit:4181_conv:8363,I went to a haunted house and just couldnt bring myself to step inside,The Haunted house by me is just terrifying_comma_ I could not walk in
hit:4182_conv:8365,At age 5 Months my son started to walk,I couldnt believe when my son started walking at 5 months of age
hit:4185_conv:8371,I hated waiting each day to see if a college acceptance letter came in,I was terrified I was not going to get into college_comma_ every day I
hit:4198_conv:8396,i was hoping to get out on time last week and it didnt work out,i was hoping to get out on time last week and it didnt work out
hit:4201_conv:8403,i was irked when i saw my cousin coming inside the  house,i was irked when i saw my cousin coming inside the house
hit:4209_conv:8418,A couple months ago I got a text message saying that my sister was in a motorcycle accident!  I was really scared she might have been seriously injured!,A couple months ago I got a text message saying that my sister was in a motorcycle accident
hit:4220_conv:8440,My wife threw me a big birthday party without me knowing!,My wife threw me a big birthday party without me knowing.
hit:4227_conv:8455,A man poured a beer on me at the bar.  I was so upset at him!,A man poured a beer on me at a bar.  I was so upset at him
hit:4245_conv:8491,My boss fired me because I kept making him look bad.  I am so mad about it!,My boss fired me because i kept making him look bad.  I am so mad about
hit:4248_conv:8496,i had a bad day and tried calling two different people and couldn't get anyone,i had a bad day and tried calling 2 different people and couldn't get anyone
hit:4249_conv:8499,I heard a loud bang outside my house recently and thought someone was trying to break in.,I heard a loud bang outside my house recently and thought someone was trying to break in.
hit:4251_conv:8503,I am so nervous.  When I get nervous I smoke too much.  Ahhhh.,I am so nervous.  When I get nervous I smoke too much.
hit:4252_conv:8505,Anytime I see a earthworm_comma_ I run away. I am so scared of them.,Anytime I see an earthworm_comma_ I run away. I am so
hit:4253_conv:8507,I went on a walk yesterday and stepped in some dog poop.,I went on a walk yesterday and stepped in some dog poop
hit:4265_conv:8530,I wake up every day and go to work.,I wake up every morning and go to work.
hit:4268_conv:8537,My dog learned all of his tricks!,My dog learned all of his tricks!
hit:4280_conv:8561,I wanted to go to the beach this summer_comma_ but I'm not going to get off work like I thought.,Thought I was going to get a vacation this year_comma_ but not going
hit:4292_conv:8584,We are going to disney world this year!,We are going to disney world this year!
hit:4292_conv:8585,Getting bags packed,Getting my bags packed for vacation
hit:4298_conv:8597,We found a huge black snake in our backyard today! Gives me the chills just thinking about it. ,We found a huge black snake in our backyard today!  Gives me the chills
hit:4304_conv:8609,Someone stole my lawn mower. Suffice to say...I am not a happy camper. I can't stand thieves! I work hard for the things I have!,Someone stole my lawn mower. Suffice to say...I am not a happy cam
hit:4312_conv:8624,I once found out that my mother threw away my drawing.,I asked my mother where she left my drawing.
hit:4314_conv:8629,Me and my husband have a great relationship. We are determined to be together forever. We love each other so much and would do anything to make the other one happy.,I love my husband so much. He is an amazing guy that wouldn't do anything to
