conv_id,generated_summary
hit:4362_conv:8725,"I'll summarize the new dialogue in a concise sentence, while capturing the primary emotion of annoyance.

Summary: I feel annoyed because every time I try to leave the house and see my own friends, my little brother is always behind me, needing attention and care."
hit:4363_conv:8726,"One night I had trouble sleeping and it was stressful, but the bright side is that I got an extra day of relaxation over the holidays."
hit:4365_conv:8731,"I accidentally got into someone else's car and had to call a locksmith to open it, only to realize my mistake and laugh about it afterwards."
hit:4368_conv:8737,"My girlfriend is mad at me and I'm anticipating a potentially tense discussion tomorrow, feeling concerned that our communication issues may lead to another unproductive argument."
hit:4377_conv:8755,"Here is the summary:

The speaker has been thoroughly preparing for a big certification exam in 3 days, which is part of a 7-exam series to become certified in architecture and allows them to lead their own design teams."
hit:4379_conv:8758,"I just had a satisfying meal at the Olive Garden with friends, enjoying the food and company despite it not being exceptional."
hit:4381_conv:8762,"I graduated with a C average, but my determination to complete the degree matters more than the GPA."
hit:4382_conv:8764,"I am looking forward to the upcoming football season, and The Dallas Cowboys!

Note: Since the primary emotion is anticipating, I focused on capturing that sense of excitement and eagerness for the upcoming season in the summary."
hit:4383_conv:8766,"Here is the summary of the new dialogue:

I'm going to Vegas next weekend and I can't wait for an exciting trip!"
hit:4396_conv:8793,"I was devastated when my pet gerbil Gary passed away recently, and I'm struggling to come to terms with the loss."
hit:4397_conv:8795,"I just booked an AirBnB, but when we arrived, they didn't mention having a cat, which is a surprise considering my spouse and I are severely allergic to cats."
hit:4404_conv:8808,"I'm happy to help!

Based on the provided examples and the primary emotion of content, I would summarize the new dialogue as:

""I recently arrived in San Diego and am looking forward to visiting the zoo!"""
hit:4405_conv:8810,"Here is a summary of the new dialogue in a single, concise sentence:

I suffered from severe acne as a young adult but it has significantly cleared up, leaving only some minor scars behind."
hit:4422_conv:8845,"Here is a summary of the new dialogue in a single, concise sentence:

I reconnected with my close cousin who moved away after college and we had a wonderful 6-hour phone conversation, feeling grateful for our renewed connection."
hit:4423_conv:8847,"I took out the trash today and the bag burst all over me, causing a disgusting mess."
hit:4424_conv:8849,"I ate an enormous amount of ramen, feeling overwhelming guilt for the excessiveness and the impact it may have on others who struggle to afford even basic necessities."
hit:4433_conv:8866,I at 20 footlongs from Subway the other day
hit:4435_conv:8870,"I stole food from a soup kitchen, feeling ashamed about my actions."
hit:4435_conv:8871,My mother passed away today.
hit:4438_conv:8876,"I'm ready to summarize emotionally sensitive conversations! Based on the examples provided, here is a summary of the new dialogue:

Summary: I was anxious about whether to wear my high school band uniform to an important event and ended up missing it due to uncertainty."
hit:4445_conv:8891,"I am not happy that I will not be able to attend the Kentucky Derby this year.

(Note: The summary captures the primary emotion of anger and the core issue of being unable to attend the event due to work commitments.)"
hit:4454_conv:8909,"Based on the guide examples, I summarize the new dialogue as:

Someone spray painted my car last week.

This summary captures the primary emotion of the speaker's fury and the key event that triggered it."
hit:4456_conv:8912,"I didn't apply for a house loan and it didn't work out, making me feel jealous that my friend was approved."
hit:4458_conv:8916,"Based on the guide, I would summarize the new dialogue as:

She was my only confidante.

(Note: The primary emotion of this dialogue is indeed sadness.)"
hit:4459_conv:8919,My grandfather accidentally farted out loud and didn't even realize it happened.
hit:4470_conv:8941,Forgot to tip the bar waitress due to getting too drunk.
hit:4474_conv:8948,"I love my new puppy, who I adopted from an animal rescue, and I'm thrilled to give him a loving home!"
hit:4479_conv:8958,"I found a hair inside my sandwich when I picked it up and had to take it back for a refund, which was super disgusting!"
hit:4483_conv:8967,I tripped in public and felt embarrassed by the experience.
hit:4488_conv:8977,"Based on the provided examples, I'll summarize the new dialogue in a single, concise sentence:

My cat vomited on my carpet today."
hit:4490_conv:8980,My favorite pizza place is back in business.
hit:4494_conv:8988,"I got a parking ticket despite being parked for less than an hour, which is completely unfair and has me fuming!"
hit:4500_conv:9001,"Based on the guide, I'll summarize the new dialogue in a single sentence:

Someone threw a pretzel at me at the baseball game and I felt furious enough to shove the guy."
hit:4507_conv:9015,Going roller coaster riding for the first time this weekend.
hit:4511_conv:9022,Nephew plays 9th grade football this year.
hit:4518_conv:9037,"I am so upset with the shipping company because they lost my special package, and now I have to go through the hassle of filing a claim!"
hit:4519_conv:9039,"Someone scratched my car while driving and I'm furious, having already filed a complaint with the authorities and expressed my anger to the motorist."
